title,description,real_salary
Web-программист,"Опыт работы приветствуется. PHP (ООП, API), MySQL (сложные запросы), Битрикс24, JavaScript (JQuery), html, css. Unix (приветствуется). Умение разбираться в... Доработка функционала для Bitrix24. Написание нестандартных модулей.",50000.0
программист,"   разработка бизнес приложений, расширяющих функциональность ERP; взаимодействие с другими структурными подразделениями компании; опыт работы от 1 года в ИТ технологиях; реляционные СУБД - SqlServer, опыт разработки sql –процедур, скриптов, C#, WPF; знание английского на уровне чтения технической литературы; наличие высшего образование в сфере ИТ, программного обеспечения. работа в центре города (р-н жд вокзала); официальное трудоустройство и финансовая стабильность; график работы 5/2 с 9.00 до 18.00 работа в дружном и компетентном коллективе; корпоративные встречи нового года и дня рождения компании, новогодние подарки детям сотрудников; корпоративный онлайн-университет, компенсация профильного внешнего обучения; комфортный дресс-код, стиль кэжуал; корпоративные скидки на покупку товара; автомат со свежими обедами; теннисный стол для активных перерывов. SQL Английский язык C# Способность обучать других WPF",150000.0
Web-программист,"Приятно работать в команде сильнейших специалистов, совместно делать сложные проекты, получать их поддержку и перенимать новый опыт от настоящих экспертов.  ",152250.0
Тренер тренажерного зала и групповых программ в Сочи,"Имеешь профильное образование, а также сертификаты о прохождении специализированных курсов. Отлично понимаешь анатомию, физиологию и теорию физической культуры.  Проведение персональных и групповых тренировок (с учетом вашей специализации). Дежурство в тренажерном зале. Составление индивидуальных программ тренировок с учетом особенностей...",80000.0
Программист С#,"Разработка ПО MSVS C# не менее 1 года. Умение работать с БД (MS SQL Server, Local DB). Работа с устройствами... Разработка программ, связанных с управлением стендами для выпуска измерительных приборов. Сопровождение и обслуживание программ, используемых совместно с измерительными приборами.",78300.0
Программист 1с (ученик),"   В связи с расширением направлений и процессов в компанию необходимо несколько начинающих (малоопытных) программистов 1С на направления - контейнерные перевозки -морская логистика -аукционная деятельность -брокерская деятельность Требования: - желание быстро развиваться, обучаться - начальный опыт в работе по 1С (именно работы в компаниях) - Умение читать чужой код, разбираться в новом неизвестном -опыт работы программистом 1С от 4 месяцев 1С: Предприятие 8 1С программирование 1С: Документооборот Знание 1С 1С: Бухгалтерия 1С: Управление Торговлей 1С: Комплексная автоматизация",102500.0
Программист 1С,Опыт работы в аналогичной должности от 1 года. Наличие образования соответствующего профиля будет преимуществом. Опыт доработки и обновления типовых конфигураций.  Доработка и поддержка конфигурации 1С УТ11. Написание внешних отчетов и обработок. Осуществление интеграции 1С с внешними системами.,80000.0
инженер-программист,"   На рынке с 1996 года Нас уже выбрали более 3 млн клиентов Более 95 филиалов во всех крупных городах России Более 1300 партнеров Высшее/среднее техническое образование Готовность к изучению нового Приветствуется опыт внедрения программного продукта к заказчику, работа с кассами (ккт) Установка и настройка СБИС на рабочем месте клиента и в офисе Обучение пользователей работе в системе Техническая поддержка клиентов Понятную систему мотивации. Стабильную, полностью официальную заработную плату Корпоративное обучение Дружный молодой коллектив Информационные технологии Грамотная речь Обучение и развитие Пользователь ПК",43500.0
JavaScript программист (Наставник онлайн-курса по JS),"У вас есть опыт коммерческой разработки. У вас есть базовые знания алгоритмов и структур данных. Вы используете в работе автоматизированное... Отвечает на вопросы студентов в учебном чате или мессенджере. Делает код-ревью проектов и практик. Проводит дополнительные активности (вебинары, слаконары...",80000.0
Инженер-программист,"...знания web-технологий, опыт разработки на JavaScript, Vue.js. - опыт разработки на Erlang. - опыт разработки на FreeRTOS. - знание сетевых технологий. -  Обеспечение всем необходимым для работы (необходимое техническое оборудование, программное обеспечение). 0 Links.",100000.0
Web-программист (удаленно),"Опыт работы по специальности от 5 лет. Знание opencart. Знание продуктивных рычагов продвижения сайта. Ответственность и исполнительность. Исправление ошибок на сайте. Поддержка сайта. Редактирование информации, шрифтов, стилей, баннеров. Добавление расширений и модулей, умение их настраивать и работать...",40000.0
Маркетолог партнерской программы,"Опыт работы на аналогичной позиции от 1 года (возможно рассмотрение без опыта работы). Опыт работы в медицине/фарме – приветствуется.  Поиск и согласование выставочных мероприятий. Участие в выставках, согласование программы и застройка стенда, заказ грузчиков, монтажников и т.д. ",70000.0
Программист 1С,"...1С:ЗиК ГУ. Понимание принципов работы SQL сервера и SQL запросов Принципов работы тонкого клиента, Web клиента, Web сервера. Интересная работа в команде на проектах внедрения 1С:Предприятия 8.3 на объектах заказчиков и удалённо.",120000.0
Инженер-программист,"Профильное высшее образование. Знание и опыт работы с базами данных Oracle, Postgres. Знание SQL, PL/SQL, PL/pgSQL.  Проектирование баз данных (БД) в рамках поставленной задачи. Реализация и поддержка бизнес-логики на стороне БД. Проектирование и разработка новых...",99615.0
Инструктор групповых программ,"Способность точно выявить и удовлетворить потребности клиента. Навыки в сфере продаж. Готовность максимально способствовать развитию каждого тренера как специалиста, спортсмена... Продажа и проведение персональных тренировок. Проведение занятий по расписанию. Проведение вводных инструктажей. Ведение отчётной документации. Оказание сервиса, соответствующего статусу клуба. ",87000.0
Разработчик программных продуктов,"Хороший уровень владения одним из языков программирования (JS,/PHP). Опыт работы с фреймворками (Angular.js/React.js/Node.js/Laravel). Опыт работы с... Планировать, управлять и реализовывать проекты на определенном языке программирования. Подбирать оптимальные инструменты для увеличения скорости реализации идеи. Разрабатывать архитектуру программного...",134850.0
Программист,"Наличие высшего профильного образования. Глубокие знания SQL и опыт промышленной разработки на PL/SQL, оптимизации запросов. Опыт работы с ORDS... Сопровождение медицинской информационной системы (МИС) Interin Promis на основе CУБД Oracle. Сопровождение имеющихся и участие во внедрении новых ИС Центра. ",130500.0
Инженер-программист,"Хорошее знание С++. Знание принципов ООП. Опыт работы с Qt5, SVN. Знание базовых алгоритмов и структур данных. Знание SQL.  Разработка ПО на С++ с использованием Qt5. Поддержка существующих приложений.",70000.0
Программист,"Требования к образованию и обучению: среднее профессиональное образование. Повышение квалификации. Требования к опыту практической работы: практическая работа в области разработки... Разработка процедур проверки работоспособности и измерения характеристик программного обеспечения; Проверка работоспособности программного обеспечения; Выявление и устранение сбоев, отказов сетевых устройств...",35000.0
Преподаватель-методист по робототехнике и программированию,"Знание в области детской образовательной робототехники (наборы для обучения, принципы обучения, структура занятий и обучения). Знание языка программирования Python (IDE... Создание курсов - от концепции до реализации (по всем направлениям проекта). Разработка методической поддержки для курсов. Проведение занятий на соревнованиях и...",55000.0
Программист 1C,"Высшее образование (при наличии будет плюсом). Знание и опыт работы с платформой 1С: Предприятие. Наличие сертификатов приветствуется.  Программирование в среде 1С Предприятие. Анализ требований пользователей. Доработка функционала, разработка обработок, отчетов. Консультации пользователей.",75000.0
Embedded инженер-программист (buildroot),"Знание buildroot, bash. Опыт выполнения похожей работы. Опыт программирования на C/C++. Опыт разработки ядра linux. Одноплатный компьютер (i.MX287). Образы ОС linux, создаваемые для компьютера посредством buildroot. Для первоначальной прошивки при выпуске изделия. ",200000.0
Инженер-программист АСУ ТП,"Высшее техническое образование. Опыт от 1-го года в должности программист АСУ ТП (готовы рассмотреть специалиста без опыта с хорошей... Разработка прикладного программного обеспечения для промышленных контроллеров (ПЛК) на языках стандарта МЭК 61131-3 (LD, FBD, ST). Разработка прикладного программного...",140000.0
Программист 1 С,"Наличие сертификата 1 С будет плюсом. Подтвержденный опыт работы в должности программиста 1 С не менее 3-5 лет.  Доработка и поддержка конфигураций на платформах 1С 8.3.Развитие функционала 1С. Интеграция между различными системами.Сбор, анализ пользовательских требований. ",84248.19
Программист,"Высшее профессиональное образование. Опыт разработки на одном из языков программирования java, javascript, python, php (1 год, наличие проектов).  Разработка базы данных на языке программирования lsFusion в среде разработки IntelliJ IDEA. Работа с базой данных PostgreSQL. Работа с операционными...",70000.0
Программист ПЛИС,"Знание языка Verilog, VHDL. Практические навыки проектирования и тестирования проектов в САПР Xilinx ISE, Vivado, ModelSim. Разработка высокоскоростных интерфейсов приема/передачи данных VME, PCIе, JESD, FMC. Интеграция и тестирование готовых модулей в общем проекте с использованием...",225000.0
Тьютор (Преподаватель) программирования для детей,Транслирование программ КиберШколы по методическим пособиям и передача практического опыта для нового it-поколения от 6 до 14 лет.  Участие в промо-мероприятиях и конференциях.,46000.0
Инженер-программист,Высшее техническое образование. Готовность к изучению нового. Установка и настройка СБИС на рабочем месте клиента и в офисе. Обучение пользователей работе в системе. Техническая поддержка клиентов.,40020.0
Программист-разработчик Java (Стажер),"Высшее профильное (IT) образование. — Опыт разработки на Java. — Опыт работы с Spring Framework, JPA. — Опыт работы с реляционными СУБД (PostgreSQL... ",99180.0
Ведущий инженер-программист – Веб-дизайнер,"Глубокое знание и понимание UI/UX. - Знание правил эргономики, композиции, колористики, типографии. - Коммерческий опыт дизайна не менее 3-х лет. -  В отдел разработки автоматизированных систем управления. В проект разработки автоматизированной системы управления связью. - Участие в разработке креативных концепций продуктов компании. - ",50000.0
Junior программист,"Хорошие знания PHP 8, Laravel, MySQL. Опыт работы с API. Админка BackPack. — Опыт работы с Api внешних сервисов (Wildberries, Ozon... ",60000.0
junior php-программист +4...+8 мск (техническая поддержка),"   Обязательно: Будет преимуществом: Официальное трудоустройство с первого дня работы, соблюдение ТК РФ, полный соцпакет, оплачиваемые отпуска и больничные. Заработная плата «белая» и обсуждается по результатам собеседования. График работы: 5/2, 9.00-18.00. PHP",47500.0
Разработчик интерфейсов (Программист на QT/PyQT),Практический опыт использования инструментария QT (непосредственное участие в коллективных проектах в качестве разработчика). Готовность показать примеры/скриншоты разработанных приложений.  Руководство группой разработчиков. Участие в разработке и испытаниях ПО. Разработка графических приложений с использованием специализированного инструментария QT/PyQT. ,160950.0
PHP-программист,"Отличное знание php. Хорошее знание laravel или аналогичного фреймворка. Опыт работы с mysql или postgress, умение оптимизировать запросы (мы используем... Разработка внутренних и внешних проектов в логистической сфере (управление доставками, взаимодействие с партнерскими системами, мобильными приложениями, автоматизация работы склада).",175000.0
Преподаватель по Робототехнике / 3D-моделированию (математике / информатике / программированию),Обучение основам схемотехники. Опыт работы: в т.ч.студент последних курсов технических факультетов (с возможностью обучения) / специалист от 1 года опыта работы. -  ...конструированию и программированию робототехнических моделей на базе контроллеров Лего и Ардуино / 3D-моделированию. - Подготовка участников к соревнованиям по робототехнике.,43500.0
Программист 1с,"Опыт работы от 3-х лет. Опыт работы в конфигурациях БП,ЗУП,ЕРП,ДО. Сертификат Специалист по платформе 8.3... Поддержка и регулярное обновление доработанных баз 1С производственного предприятия (ERP,ЗУП,ДО). Разработка и доработка конфигурации 1С под...",121800.0
Программист 1C,"Опыт поддержки(администрирование, развёртывание, настройка) информационных систем 1С. Опыт проектирования и реализации новой функциональности, интеграция с типовым решением.  Доработка типовых и нетиповых конфигураций. Тестирование и отладка работы функциональных блоков 1С. Выполнение работ по техническим заданиям. ",130500.0
Frontend программист,"Обязательно. Знание HTML, CSS, JavaScript,. Наличие опыта построения распределённых приложений с REST-архитектурой. Наличие опыта использования библиотек Vue.js .  ",70000.0
Программист-стажер 1С,Имеет начальные навыки программирования в среде 1С или имеет желание освоить новую профессию. Умеет работать в коллективе.  Установка и сопровождение конфигураций 1С. Организация обмена между конфигурациями. Доработка конфигураций. Участие в проектах автоматизации.,30450.0
Программист (удаленно),"Fullstack. Middle / Senior. PHP / Python + JavaScript. MS SQL. HTML, CSS. Frameworks. Понимание ООП, принципов построения ИС, знание паттернов и... Разработка с нуля аналитической геоинформационной системы для автоматизации отслеживания границ территории обслуживания медицинской организации, разделения территории на врачебные участки на...",42500.0
Программист 1С,"Уверенное программирование в среде 1С Предприятие 8.3 (понимание основных. Возможностей платформы, синтаксиса языка 1С, знание языка запросов... Участие в проектах развития информационной системы компании на платформе «1С Предприятие». Программирование в конфигурациях УПП, УТ, БП, ЗУП, отраслевых...",220000.0
Программист C#/ .NET,"Высшее\неполное высшее образование в сфере ИТ. Знание технологий и опыт работы с C#/ .Net, T-SQL. Умение работать в... Разработка и сопровождение программных решений в области автоматизации документооборота на базе платформы TESSA.",100000.0
Программист HMI АСУТП,"Желательно участие в реализации MES систем. Опыт работы с САПР приветствуется. Наличие ученой степени, сертификатов и отзывов приветствуется. Разработка информационного, математического и прикладного программного обеспечения для автоматизированных установок: Разработка интерфейсов оператора SCADA и HMI. Установка и настройка системного...",104400.0
Программист / верстальщик (удалённо),"Знание HTML, CSS, bootstrap, jQuery. Владение PHP, JS, MySql, AJAX, Adobe Photoshop. Опыт: Опыт работы с CMS (wordpress и аналоги... Маркетинговое агентство HERO[IN]MARKETING. Мы предоставляем клиентам цифровые продукты и сервисы: Digital-реклама, Web-разработка, Мобильные приложения, Digital-PR...",85000.0
Программист Python,"Разрабатывали на Python, хорошо знакомы с версией 3.x, не боитесь asyncio. Работали с Selenium, Fastapi, Celery. Работали с PostgreSQL... Разрабатывать новые микросервисы. Поддерживать и дорабатывать уже существующие сервисы.",105000.0
Разработчик 1С/Программист 1С/Стажер 1С,"Опыт работы разработчиком-внедренцем программных продуктов на платформе «1С: Предприятие 8» не менее 3-х лет или хорошее знание... Разработка, доработка, внедрение программных решений на платформе «1С:Предприятие 8», в том числе не типовых конфигураций ERP, 1С...",87000.0
PHP-программист Junior,"Хорошее знание PHP (ООП), JavaScript (jQuery), HTML и CSS, составление MySQL-запросов. - Внимательность к деталям. - Оптимизм и активная жизненная позиция. -  Разработка новой функциональности для проекта oborot.ru. - Написание тестов. - Рефакторинг и оптимизация существующего кода. - Работать с бкендом. - Реализовывать динамику на фронте...",70000.0
Программист 1С,"Опыт программирования на платформах 1С 8.2 и 8.3. Опыт разработки и написания обменов между базами (через конвертацию... Доработка и создание нового функционала конфигураций платформы 1С: УПП 1.2 на 8.2, ВМС (8.2-8.3). ",120000.0
Backend разработчик программист,"Имеете опыт или желание перейти на go (пишем на go) с других языков программирования: C++, C#, Python. Знаете и имеете... Важно: организация аккредитована, сотрудники получают отсрочку, работа строго в офисе в городе Кургане.",52200.0
Программист 1С,"   Осуществление программного сопровождения конфигураций 1С; Проведение модификации и обновления существующих документов, отчетов, обработок бухгалтерского, оперативного и управленческого учета; Создание новых документов, отчетов, обработка бухгалтерского, оперативного и управленческого учета; Обучение персонала компании и удаленных подразделений компании работе с существующими и вновь создаваемыми документами и отчетами. Заработная плата по итогам собеседования, в зависимости от навыков и опыта. Крупная, развивающаяся компания, где есть неограниченные карьерные возможности. Трудовые отношения по ТК РФ Организация бесплатной доставки и компенсация питания Продукция по спец.цене В случае переезда из другого региона - билеты, проживание, подъемные по гос.программе ",140000.0
Ведущий инженер-программист (администратор АСТУЭ),"Опыт работы по направлению деятельности АСУТП не менее 3-х лет. Образование высшее (бакалавр, специалист, магистр) по направлению АСУТП, информационные... Организация выполнения технического обслуживания систем диспетчеризации. Конфигурирование сетевого оборудования систем автоматизации (маршрутизатор, межсетевой экран, коммутатор). Разработка программного обеспечения (знание Python...",140000.0
Ведущий инженер-программист отдела обслуживания АСДУ,"Знание работы сетевых протоколов и методов передачи данных по сети. Навыки работы с БД MySQL или PostgreSQL и разработки сценариев... Взаимодействие с администраторами дочерних филиалов компании. Оперативная работа по устранению неполадок, восстановлению работоспособности систем АСДУ. Контроль передачи актуальных данных. ",62800.0
Тестировщик программного обеспечения,Высшее техническое образование. Знание методологий тестирования программного обеспечения. Администрирование операционных систем Windows и Linux. Администрирование баз данных MS SQL Server... Тестирование кроссплатформенного программного обеспечения на базе операционных систем Windows и Linux и встроенного программного обеспечения выпускаемого оборудования на этапе разработки...,69600.0
Программист/Разработчик (junior),"Образование высшее техническое (предпочтительно, радиотехника или IT). Знание PHP. Знание HTML. Умение работать с SQL базами. Ответственность, исполнительность.  Ведение, поддержка и доработка сайта (на платформе CS-Cart). Исправление ошибок. Введение нового функционала. Поддержка офисного компьютерного оборудования и программного...",40000.0
Программист 1 С,"Владение программой 1С, опыт программирования. Образование и стаж работы 3-6 лет. Сопровождение программных продуктов 1С (конфигурации 1C:БУХ, 1С:ЗУП, 1С:УПП). Разработка функционала по техническому заданию. ",100000.0
Программист С #,"Знание C#, .Net Framework. Знание принципов ООП и шаблонов проектирования. Опыт работы с WPF, Entity Framework. Знание SQL опыт работы... Разрабатывать прикладное ПО, интегрировать его с аппаратным обеспечением (промышленными контроллерами, камерами технического зрения). Исправлять ошибки и проводить рефакторинг кода. ",120000.0
Инструктор групповых программ - универсал,"Высшее образование или неполное высшее (по специальности: вид спорта, физическая культура, преподаватель физической культуры, медицинское), приветствуется звание Мастера спорта, КМС.  Проведение групповых и студийных тренировок по раписанию. Проведение стартовых и персональных занятий. Активное участие в формировании коммерческих студий, их продвижение...",110000.0
Инженер-программист KNX,легко ориентируешься в конфигурировании шины KNX. -знаешь основы топологии KNX. -готов выполнять проекты по шаблонам компании. -имеешь опыт работы на... относишься к своему проекту как к ребёнку и любишь наблюдать за его ростом и развитием с гордостью. - инициализация устройств на...,145000.0
Инженер-программист АСУ ТП и КИПиА,"Знания принципов построения диспетчеризации и понимание зачем это нужно. Умение читать электрические схемы. Опыт в программировании хотя бы одного PLC... Программирование промышленных PLC контроллеров, панелей операторов, SCADA программ и создание документации к ним. Выезд на пуско-наладочные работы и ввод...",90000.0
Стажер-программист 1С," На старте - несложными задачами по продуктам 1С, установками и обновлениями. ??После испытательного срока - мелкими внедрениями различных программных продуктов, разработкой...",21750.0
Инструктор групповых программ,"Спортивное образование, либо прохождение доп.обучение в сфере фитнеса. Базовые знания анатомии и физиологии. Практический опыт занятий в фитнес клубе, либо... Проведение персональных тренировок. Составление тренировочных программ. Помощь клиентам при работе в зале. Проведение групповых уроков. Звонки действующим клиентам с приглашением...",43500.0
Программист 1С (удаленно),Уверенные знания платформы 1С и опыт работы с 1С от трёх лет. Желателен опыт работы с конфигурациями из... Доработка программного продукта на базе 1С (FinOffice.ru). Проработка архитектуры в рамках задачи. Оптимизация кода.,145000.0
Программист отдела поддержки информационных систем,"Высшее образование: инженерное/техническое. Опыт работы – от 2-х лет. Знание языков программирования (PHP, Python, JS, CSS, HTML).  Разработка по требованиям заказчика. Программирование под web. Написание API. Внедрение и тестирование программных решений. Отслеживание современных трендов и внедрение инновационных...",104400.0
Инженер-программист,"Уверенное знание C/С++. Знание основ и принципов работы с периферийными устройствами микроконтроллеров и цифровыми интерфейсами. Умение работать в команде.  Разработка встроенного ПО на C/C++ (Linux, RTOS). Имплементация периферии микроконтроллера (CAN, SPI, I2C, UART, USB, Ethernet). ",200000.0
программист java,"   Реализация задач по разработке корпоративных информационных систем Сопровождение разработанных программных продуктов Работа с заказчиками, пользователями Рост профессиональных знаний, навыков Понимание принципов структурного программирования, реляционных баз данных. Приветствуется опыт работы с базами данных, знание языка запросов SQL. Понимания принципов объектно-ориентированного программирования, знание одного или нескольких языков высокого уровня (Java, PHP). Ответственность, самостоятельность, инициативность Коммуникабельность, умение и желание работать в команде Высокая обучаемость. Работа в стабильной государственной организации Возможность для профессионального роста как Java разработчика, frontend, backend, работа с современными корпоративными СУБД, Web разработка Комфортные условия труда в дружном коллективе Есть столовая, спортивный тренажерный зал Оформление по ТК, оплачиваемый отпуск согласно трудовому законодательству. Ключевые навыки Java SQL PostgreSQL Базы данных Работа с базами данных Стремление к профессиональном",34800.0
Стажер-разработчик программного обеспечения,"неоконченное высшее профессиональное образование либо высшее профессиональное образование в сфере информационных технологий. - английский язык на уровне чтения технической документации в... Мы - одна из стабильных IT-компаний, существуем на рынке более 13 лет. Мы разрабатываем, внедряем и сопровождаем нашу собственную цифровую...",41000.0
Программист 1С,"Иметь практический продуктивный опыт разработки на 1С 8.х от 2,5 лет и выше. Хорошие знания типовых объектов... Разработка на платформе 1С 8.x по тех. заданию и без (онлайн-общение с консультантом по скайпу). ",120060.0
Программист,"Высшее профессиональное образование. Курировать внедрение программных средств по закрепленному за ним направлению. Изучать нормативные документы, связанные с областью внедрения, а также существующие технологические...",30450.0
Инженер-программист,"   На рынке с 1996 года Нас уже выбрали более 3 млн клиентов Более 95 филиалов во всех крупных городах России Более 1300 партнеров Высшее техническое образование Готовность к изучению нового Опыт внедрения и сопровождения прикладных программных продуктов безусловно приветствуется Установка и настройка СБИС на рабочем месте клиента и в офисе Обучение пользователей работе в системе Техническая поддержка клиентов Понятную систему мотивации. Верхней планки естественно нет! Стабильную, полностью официальную заработную плату Корпоративное обучение Дружный молодой коллектив Техническая поддержка Деловая коммуникация Обучение пользователей Настройка ПО",43500.0
Ведущий web разработчик Bitrix (Ведущий веб-программист),"Опыт разработки под 1С-Битрикс. Знание PHP, HTML, CSS, Vue.js, MySQL. Знание в области администрировании web-серверов(желательно).  Разработка и полноценная поддержка сайтов (у нас порядка 10 сайтов, среди них высоконагруженные). Настройка, модификация, обновление сайтов. Разработка дополнительных модулей...",230000.0
Инженер-программист,Высшее образование профильное. Практический опыт работы в области разработки программного обеспечения. Разработка и отладка программного кода. Проверка работоспособности и рефакторинг кода программного обеспечения. Интеграция программных модулей и компонент и верификация выпусков...,43065.0
