text,sentiment
my computer at work is not working...booo... need a new one!  TGIF!,neutral
At work... What a miserable day,negative
4am. And Im on the beach. Pretty,positive
Happy 2 b out of school!!!!!!! People just piss me off sometimes,positive
 I was in there earlier I`m not at home  I`m ok my iPod!,positive
i have nothing to do,neutral
 thanks for the message - just worked out how to see them and reply!,positive
 is a lumberjack  http://twitpic.com/4wqe8,neutral
" Oh, amazing  I have two too and I need to have the third (yn)",positive
My teratoma has a cavity and is experiencing male-pattern baldness,negative
_gurl woot,positive
 the following week would be better - I`ll be gone next week,positive
ok bye alex have fun today,positive
" i`m sorry! lol i have never had, like, actual time to spend there unfortunately. everything`s always been INSANE when i go",negative
SMH @ PPL WHO ONLY TWIT U UP ON FRIDAYS B/C U GOT 100+ FOLLOWERS AND THEY`RE STILL BANKING 15-20  #NOFAKERY,neutral
" aah. well, have a few friends over there. Just wondering if all`s great and weather`s been good...",positive
Friday night has gone too quickly   My bottle`s gone for tomorrow.. come on Everton,positive
 just checked library website and girl with dragon tattoo is checked out,neutral
What a fun night,positive
" sorry about Mr Grey, Menlo",negative
 #MusicMonday I agree it`s just an excuse for me to tweet music for hours on end,negative
"ok.. BEST SNL episode i`ve seen in a hot minute. Justin is wonderful and Ciara has muscles..the end. G`nitey, tweet tweets!",positive
I saw amazing heeels. But they were too big,neutral
" hey hey, some else has twitter!",neutral
 lol. sounds like don`t call me babe  have done that too !! have you thought that over ?,neutral
come and save me from my packing please?!,neutral
Don`t know what the heck to do with the space of time between now and BGT    Bored.,negative
"I have the worst stuffy nose EVER. Lauren`s spending the night, and I took too much Sudafed!",negative
Having fun with all my dolls  tequillla...carne asada....and my mom dancing funny!,positive
"Packing up for the trip to Ascari track, thank you Bacardi",positive
 **** i hope theyr all wrong we need him,negative
look how   choke on this **** talks to me,neutral
 thanks for finding the amusing rubiks pictures tonight. making my evening via  ...,positive
Just had some delicious sushi from niko niko on vermont and hollywood  mm,positive
  lo siento but I dint have enough room =/,neutral
sweet spice girls sing along w good friends,positive
morning to all,neutral
  Thank you!  Tomorrow is my b-day too! I tease my Mom and tell her I was her Mother`s Day gift.,positive
 i might have been a child but i was NEVER one of THOSE .....and i`ve already apologised to you for it,negative
Is coming to the end of his first shift  6.30 local,neutral
feels at home to be back at church,positive
 u should tell ppl where u`ll be in vancouver.,neutral
feelin nice after this bottle of bacardi,positive
"I slept entirely too long on my nap, but not long enough at the same time.",neutral
"  Im good ta. bit tired cos i`ve been wking all wkend but other than that, all good  How`s you?",neutral
"Morning all, finally got to stream media from PC to PS3 via wireless router, much easier than using a USB dongle, ah, techy simplicity.",positive
so wanted to go to the Basshunter concert tonight.  so so so wanted to.,positive
HAPPY MOTHERS DAY TO ALL THE MOTHERS OUT THERE!!!!!!!,positive
 Thank you! And I don`t care for the look on his face.,positive
 now theres a thought .... do you still get goldfish at the fair ?? not seen them for years,neutral
 yeps...just for today though  I badly wanted to do some geek-shopping...,negative
Wishing I could kidnap  from work,neutral
 I **** miss that band so so much,negative
Fuzzball is more fun than Mother`s Day  http://tinyurl.com/dhpol7,positive
" again, agreed. but having a program showing your friends are on facebook would be easier than giving every1 yer info",neutral
 <<< Just like in HIMYM,neutral
"Good stuff, Smiles back? Why won`t you go to his concert too? :o. Wish I could instead of working on my music which is failing  lol x",positive
 wooohooo! I`m fourth row back,neutral
  FC is back dear.,neutral
 do you ever respond to ppl?,neutral
is soo bored its lovley day outside but nuttin to do,neutral
Work till 6..then dreadful tv shopping cause mine broke,negative
NO FREE WIFI!?!? My vacay is ruined!!!!,negative
" but it was kinda funny, sorry. ur still my favorite tho",neutral
 I really haven`t got the hang of these hash tags have I?,neutral
listening to music...feeling kind of down,negative
Soooooooooo glad to learn that Farrells ice cream parlor is staging a comeback in So. Cal -- too bad it`s in the Mission Viejo mall,neutral
Still hating the whole Twitter replies thing. I feel like I`m missing bits.  #fixreplies,negative
"FML.. today sucks.. i just hope the dance will bring my soul up.. i pray, but im still sad..i hateee todayyyyyy!!! >;(",negative
"No more pizza for Jamie? wtg  http://bit.ly/DVSCA (Britains got talent, sure has.)",neutral
time for mimi`s,neutral
 lol brandy and mr whiskers is on,neutral
Received our first bit of spam from Twitter - not sure how to feel that the 'sanctity' of our conversation has been tainted.,negative
: no i`m not going.,neutral
 ah! NFG were super amazing! Jordan is `pretty legit`!! Can`t stay longer 2 meet everyone cuz we hv 3 hour drive home!,positive
Just wrote lyrics to my new song exciting!I slept on a full stomach again it`s the worst feeling waking up and still feeling full  euggh,negative
 becuz you braggin,positive
" you work really hard so, sometimes you need a break, haha.  so, yeah...just let me know if you need help in anythin`.",positive
is house bound with acute mumps  bad times.... whole day ov supernatural me thinks  x,negative
"I seem to have run into a bit of a keychain issue.  User differs on /Library/Keychains/System.keychain, should be 501, owner is 0",neutral
 whatever u want us to wear / stick / show off around DUMBO Brooklyn & Manhattan,neutral
running errands with geeta... feeling like i have the plague,negative
 Thanks  your my first lol,neutral
Had a great weekend with John-back to work for 3 days then going to Illinois on Thurs & Fri for more Gigs with John,positive
" _diva I know, I know...lol   That is the ONE song that stops me in my tracks on a dancefloor.  I just can`t...lol",neutral
 Then you might enjoy this one too  http://tinyurl.com/ygcp3f,positive
my ipod died  not running until it is charged.,negative
Scrubs tonight (8.00pm). woo!,positive
Sitting at the Connection listening to the employees reminisce and mope about their last shift,negative
Spanish... The suckiest class ever. But I`m learning atleast. Te quiero Tiasha!,neutral
" i thought people only went to hounslow when they`d gone the wrong way, didn`t know there was anything there",neutral
It`s sunny and I feel really well today!  Yippeee!,positive
Happy Friday! I just realized I left my cell phone at home today though,positive
i wanna watch tormented. it`s showing on May 22,neutral
Enjoyed last night at what I call 'real world social networking' -  LOK event in Vancouver.  It was great!.  But headeache today,neutral
 why weren`t we invited?,neutral
It is going to be a beautiful day!,positive
 I didn`t read the details so that may be it. Sara Jayne is a kid`s show so it can`t be that exciting.,negative
 again thanks to my dear neighboor who also gave me coffee when I needed it. She is the best,positive
"_reality ****, you`re gonna feel that tomorrow, or tonight. Coffee = laxative.  How`s the writing coming?",neutral
and this stupid wireless wont work downstairs,negative
... Still feelin like blah... 3 more hours,negative
 What`s for dinner?,neutral
" (cont) a bastardized version of French? It`s fun, believe me!",positive
 i know its such a shame  i think they`ve got a good chance & i hope they do coz they are different aren`t they & great :]!,neutral
 Good Morning Rock Star Nurse,positive
Checked the bank acct this mornin..got a lil sad..then decided I would imagine a 0 on the end just to make me smile.  #whateverworks,neutral
"early morning~2:30 am~what`s up? I am!~~!!played w/ my babies outside~wow~was in the 80`s~felt great!~~got lonely, misses sissy and jess",neutral
Grr...Fatboy Slim is out of the EDC Lineup.,negative
 Joe`s version is pretty but it`s a sleeper.  Shouldn`t be played at 1am.,neutral
"_cm  Didn`t drink enough for a hangover, just tired and over worked",negative
 god I need to revise today! I`m so lazy,negative
correction...a hot coco in my NKOTB cup  what a sweety!!!!,positive
"been working all day, finally relaxing!! i miss you",neutral
 WHAT! That`s a sin!,negative
likes being friends but it hurts when u love your friend but the feelings arent the same. trying to sleep. has to really try to give up.,neutral
"Wah, my fav whattaburger location is closing on the 31st. ****. Good thing I`m moving.  ****  Mon/fri won`t be the same",neutral
I wanna go to DBSK oppa`s Mirotic Concert in Thailand!!! I REALLY WANNA GO SO MUCHHHHH...    *burst into tears*,neutral
Blinded again,negative
  man i wont be home to co host with you!  xo*blair,negative
"Worried about Bry, he has bronchitis and a sinus infection   Poor baby.",negative
<3 ryan baby iloveyopu **** <3 10 days kayleigh baby lymz cntt waiit,positive
"watching Season 2, episode 1 of House before bed... what a great bedtime story",positive
" in fact apparently I was your first follower, 4 before M himself. Um. *embarrassed now*",neutral
" Thanks for the headsup re: tour, just booked 4 tickets for the Palace on 20th June",positive
ohay clean teeth,positive
 Yes we did!  Thank You!!,positive
 boo  you can come over and we`ll watch telenovelas and braid each others hair.,neutral
"is hanging with Bryant&&Hailee, possibly Lafayette tonight. `nd i don`t know why i keep updating this because i have 0 followers",neutral
HAPPY MOTHER`S DAY TO ALL MOTHERS!,positive
waiting to go to 4th period to get the final over with. omgg im sooo gonna fail,negative
"_Colossus Lol, cheers `mate`. Yeah it went well thanks",positive
 Check out my latest FB post.  (Things I want to happen). I don`t think you can miss it.,neutral
Rose City Sirens were uber cool last night!  Wish I could have stayed longer,positive
is celebrating her 21st birthday,neutral
 http://twitpic.com/4jg09 - looks exactly like I do when I get that GH guitar in my hand,neutral
Happy Mother`s Day! I love my mommy,positive
My picture won`t update.,neutral
Dad just gave me his old BlackBerry. Not that old... But it doesn`t even have a scroll ball. I want that Bold.,negative
 Here`s a more appropriate @ tweet... is everything ok  Your last 3 days of tweets don`t paint a good picture :-C,negative
girl talk is awesome,positive
 byeeeee,neutral
Happy belated Birthday to Billy!! I forgot to say that on his bday.  I  feel aweful!,neutral
why am i awake?,neutral
Zombies make great huggers b/c they don`t lower their arms or move to fast...  ï¿½  (via ),neutral
"With that said, I`m out til later. Enjoy your day everyone!",positive
: psh...didn`t even pay for me though,negative
planning for mothers day special for my beloved mother,positive
" ooo Growl and Yummy time coming soon for you too huh oh yeah, I have been hunting for a combo tshirt, think I can find one?  NO",neutral
 Happy Mother`s Day to the only mother I have on my list!,positive
 Sports Bar Shatranjanpoli Rest Ph 26498457 All Sports Bar Andheri W 26733333 Dont know whether that helps. Google ki jai ho,neutral
 - redbull has the same amount of caffine in it as a cup of coffee. You`re theory is quashed Nicola,neutral
"aww i can`t believe that wee girl on bgt was crying, it was so sad",negative
 My pleasure. I can`t be with my mom on Mother`s Day. But I can spread love.,positive
Doctors with mommy.,neutral
__  im so sick  I fell over last night outside coz I was putting something in the bin,negative
Hi All!!  I have 2 daughters.. and my youngest turns 2 on Monday.. Where did the time go??  sniffle sniffle sob. sob.,negative
"  Thanks for the link, ive voted & i`ll send that out too.",positive
whopee TGIF   that was more fun when i had a job,positive
"Whoa, I didn`t mean to sleep for more than an hour",neutral
lookin forward to a lovely meal out for grandparents 75th at posh italian,positive
Getting ready for college. I had a good sleep.  rainy day today. I love it.,positive
i miss mcfly last night so much!! i was front row centre  danny was making me laugh so much LOL,neutral
" I will have spent my allowance at cybernet expo in SF by then  send me a dm with rates, tho, mayb cash flo bttr 4 me then",positive
 oh that stinks..,negative
"Schools out, but works in",neutral
Tummy bugs are lame! Got about an hours sleep if that.,negative
recapping on britains got talent. britain seems more talented than america,positive
_BHB I went to that concert and I remember Derek and Mark were hosting! I miss seeing BHB  at the grove.,negative
" http://79.170.44.101/buma.ro/ temporary address not working either, m8. They must have done something to the domain",neutral
Happy Birthday husband,positive
relaxing fragrances are SOO IN! my latest loves are still lavender & chamomile--the basic ones  trying to find more flower scents..,positive
 Ah....okay,neutral
I went to the World Education fair today. It was a whole different kind of circus.,neutral
" Well let`s be blessed together then too! Yes, I feel better, but I would be sick again though if my little was spared.",positive
 the only thing is I`m not a chocolate fan  but the thought was yhere,neutral
"Not looking forward to next week: Maths, Geography, English and French exams, totalling 7 hours",negative
http://bit.ly/qiPUU  Jon 4 Lakers Video Blackberry,neutral
Happy Mother`s Day to all Mums on Twitter,positive
 don`t worry  just sleep.,positive
" Anytime! I`m off ~ I can`t match your stamina... my nice, warm, comfy bed is calling (screaming) my name...lol Night Ninja!",positive
" if I could make it to Philadelphia this year I would be there!! but sadly, i cannot",negative
finished proofing the wedding from March .. now just waiting for export and upload before I can share  Still have 2 more sessions to do!,neutral
"wow, nothing like a sale to perk up a girl`s evening, huh!",positive
 sounds like an episode of TV Wine Library with .,neutral
"Awake again at 6am on a Saturday, isn`t this sleep in day. Oh well have some work to keep busy. If only it was work keeping me awake.",neutral
 courtney seems like a cool chick & shes pretty,positive
says HAPPY MOTHER`S DAY!  http://plurk.com/p/sv70e,positive
" and aww and HEEE. nicely done, your weekend guest! *approves a lot*",positive
weebo is dying,negative
nt online today & mayb whole of next week  if u havent voted pls do: http://bit.ly/hHigd,neutral
cowering from pain,negative
" yeah, not meant to be",neutral
Boredddddd Follower  Shes AMAZING!!  *Broken*,positive
"I REALLY WANT TO GO TO artesia , cerritos on sunday for QUEST! LOL. imma die if i dont",neutral
a bird flew into window at my parents house and snapped his poor neck. gotta bury him,negative
Still awake lol Finished talking to a really good Brawl player. We talking in SmashSpace.ning.com  Join the website if you like SSBB!,positive
Friday tubes at work are slow..,negative
IBood DOWN,neutral
" Oh man, that sucks  I`m sorry, doll.",negative
http://twitpic.com/67kvt - my bestie leah  havent seen her in so long,neutral
" ohh shardup! hehe. hes hot lah, gotta admeeet! bleh.",neutral
Drinking coffee....MMMMM.....coffee,neutral
 Press `Ctrl` on bottom right. It`s there.  KY,neutral
" Awww, that sucks. Maybe it`s on Youtube somewhere?",negative
 (blinks fast) its better now ... Lol thanks :-*,positive
 i wish there was an 'i like' option (like fb) for things like this,positive
i lost one of my best friends iï¿½m sooo sad,negative
Summer makes me feel ugly  all the pretty people are out showin off their good genes  **** them to hell!!!,neutral
Epsilon Greater than Zero misses her Mommy.  http://apps.facebook.com/catbook/profile/view/5626035,negative
 Lol yes she was.  I totally agree with your blog as well!,positive
_E LOL yeah I had a few slices of cheddar cheese b4 sleeping.,negative
just because you`re a superstar it doesn`t mean you have to do that !,neutral
i miss justin timberlake`s voice. i want him to make new album again,negative
I`m going to bed ....it`s weird the 1st time in a long time.. He didn`t call and say goodnight  ... Ima lil curious,neutral
 Psych has to be better than neuro!  Or at least in a better part of town?  I miss you,negative
 say hi to dan and katherine and zachy,neutral
"In pain,, poor me, I HATE THE SUN",negative
" Hope you had a great weekend, congratulations!",positive
 Kat Stewart did a great job with a great character not that I watched #underbelly in Victoria,positive
Grad present photos on facebook,neutral
 denial can be very powerful,neutral
Wow... I was tricked into the #hoppusday hype today....,positive
doesn`t want to go to work....,negative
is such a good big cousin as shes taking her little cousin to see hannah montana the movie next weekend,positive
 Thanks madam.. you`re lucky coz you had a wonderful dog.. and sooo cute...,positive
It just occured to me..... tonight is Cheri`s Prom Night......I was suppose to go with her...... 970 miles makes that kind of difficult.,negative
 And maybe you will get the statue and sainthood you are seeking.  Win-win for all. Can`t be a victim like your people.,negative
2 coins people,neutral
Starting out  bday bash with a Blue Moon  - Photo: http://bkite.com/07k6X,neutral
 Thx for FF  #followfriday,positive
tomorrow is mothers day. so good food & presents for mom. good to be back & go to the junction with the coolest people at ollies,positive
 having a F**Kin` great day over there Graham isn`****,positive
"  yeah, big chill here too good foods, good music, great weather!  have a cool day Bro!",positive
"  no i havent got mine yet, did u get yours?",neutral
 i wannabe in dubai,neutral
" sadly  isn`t me. It`s some1 w/ 1 follower 1 update & hasn`t used Twitter since May 1, `07  I wanted that name, too",negative
" Bill, likewise it was a pleasure- next time we should spend more time talking  #ims09",positive
computer.. please stop being so loud so i can do my work,negative
I want some cheese fries from fontanas.,neutral
"Im so done with this cold. I really wanna go out tonight, but i really dont feel like it.",negative
"yeahh, uhhh, not so sure if i`m feeling the new jonas songs just yet",neutral
 ...you are kickable.,neutral
"  yahyan:  iaaaaaaaaaaaaan, i was just joking",positive
 Thanks bb.,positive
 oh no I hate that,negative
 hes definitely my fav host ever!  Can`t wait to watch the rest tomorrow!!,positive
wants her boo  btw love fhnixon`s posts hilarious!!!!,positive
"success! another paper demolished! the rock god lives on! 2 more...well, 1.5 to go. Yes!!! out to celebrate awesomeness ...",positive
" no, sry, didn`t feel well at all. but there`ll be another change I believe  hope FFK09 was fun with lots of inspiring input.",negative
http://twitpic.com/4jalj - Morning world. #healthyliving update. Weight this morning 82.1kg (12st 12lbs) Going in right direction,positive
 PANGE???!!!!! AHAHAHAHAHA. You two could meet up for drinks.,neutral
'And now my mom and her friend are drinking.. Greatt..',positive
has been kinda nice break but it wont matter soon I`ll be in grad school,positive
" You know, you can read almost all your Tweets as some sort of disgusting euphamism.  It`s quite fun",neutral
grinning like a Cheshire cat.... ....happy as hell. they made my day  ??,positive
_**** I`m leaving at half 10  but I have to get ready and things,neutral
 that sounds cool! post video!!,positive
 i mean we mite do sumthn.... what u doin hope i get 2 c u b4 u head bak,neutral
" Let`s hope and pray, we go a wiser way! :  Let`s hope and pray, we go a wiser way!  http://bit.ly/TzxqN",positive
"Off work, trying to relax for about 30 mins before I`ve gotta go back to sleep",neutral
"to be really really... not bored but bad, i won`t now the news  but thats ok. BRB x",negative
 Don`t know yet  Lemme know if you come up with something though.,neutral
 Stress-free is the way to be,positive
" yep, itï¿½s Mothers Day here as well but me and my family ignore it!  weï¿½re celebrating it EVERY day ... LOL",neutral
 she`s hot     What is up w/ all the unknown followers? I`ve got quite a few- no clue as to why they`re following ME.,positive
_jackson already there`s none left  back to cabbage soup,neutral
Just back from bingo w/family -- I won over $1100! Fun night,positive
" I can`t do that.  I take it at 11, or I work through it.  Those are my options here.",neutral
: and my kid is only 3 and is stronger then me,positive
 Thanks a lot! You`re very kind!  I just got back from a nice drive in the 500. Such a fun car to drive  Have a nice day!,positive
finally home  crazy party 2nite! thanks  4 driving me home!,positive
so tired after work...but i have King`s Bounty Add-on and A Vampyre Story for a evening  and X-men comixes is completely donloaded,negative
Going to search out areas we would like for our dream home to also home my home based business one day soon.,neutral
" the ending is te funniest, you`ll see. ;)  you know paranoif is always stuck in my head?? Love it.",positive
_benzo the first step to recory is admitting it.,neutral
"waking now, so lazy and very worry ...",negative
" she interviewed us on books. I was gonna say something, but she was all 'Wait, I have something to say!'",neutral
I don`t think my friends like me anymore  (via #zenjar ),negative
  gutted i miss that! the one night i try 2 leave early  lol! friends visitin were tired haha!,negative
.: no health insurance is not an option.,neutral
 OMG! I KNOW!  I give myself a stroke everytime I go getting mad at them. (Quietly with the windows rolled up.    ),negative
Still soo tired..not ready to get up for the day...work again,negative
 yes LOL that`s good one .remeber that bottoms are always the top .,positive
I`ll get my new laptop in 10 more days! Excited! It is Dell Inspiron - core2duo 2.0GHz - 4GB DDR2 - 250GB hdd - 15.6 inches screen,positive
 ummm. Idk. Courtney`s date is hooking us up.,neutral
 I want to play,neutral
just woke up...feelin a lil better  <3,positive
 i`m still crossing my fingers for a fun group,positive
"  Oh no matey, did you get ill?  It would be a bit mean of Suzi to be calling you chicken scabs if you`re not!",negative
_h786 as ur coming on to here im just off to bed  hows ur day been? x,neutral
 Aw  yes we had it out for weeks got asked to return it in end! I wish they had just bought it for me! never mind ??,positive
anyone excited for harry potter like i am. **** twilight postponed my first love   oh well off to find some hai chai,neutral
_MISS_CBW Sorry!  It`s been one hell of a day.  I has flooding,negative
"waiting for amy so me, her and  can go see the hannah montanna movie!!!",neutral
sittin at home watchin monster in-law waitin for pizza.. yum yum,positive
I`m really nervous about giving a speech at a wedding tomorrow,negative
Ah wokking was great. You could eat as much ice cream as you what. I never eat so much ice cream in my life...,neutral
I need a haircut. I should not be able to pull my hair into a ponytail.,neutral
"I need a restful weekend, but I will have to work instead",positive
is saddened by Husker Access...no internet!,negative
OMG IM IN SUCH A BAD MOOD 2DAY   wats ppl doin2nite?,negative
skyping with katie  & Allison yeah boy katies mom mooned us,neutral
" Nicky, I LAND at 10pm, it will be like 10:40 before I get home! UGH! Wont be any fish fry left for me anyways",negative
"Omg, watching Hollie Steel`s crying is so so painful  #bgt",negative
_Perth Awesome...love top gear..whos your favourite?Got to admit i have a soft spot for captain slow,positive
 LMAO!I was JUST thinking how I **** hate @ least 3 people that I`m following...but I haven`t unfollowed em` yet. I`m a loon.,negative
Wide awake and grouchy as ****.,negative
i called kris he didn`t pick up i feel really bad ha ha,negative
I hate it when Trevor drives,negative
Will be your DJ for a little while! Tune in if you want  www.soompiradio.com ,neutral
Ugh 2 days whatever to somewhere,neutral
 nope  i`m bored and hungry.,negative
when i fell on my **** today i ripped my blue volcom boxers,neutral
Averaged $31 per hour at work today! Gotta love holidays,positive
"happy mothers day to all the mothers, grandmothers, furbaby mommies, etc!  heading out for breakfast with my mom shortly",positive
Sucky Sucky homework,negative
"_luciano jailbreak went great, just not a tremendous amount of apps ready for 3.0 though. No winterboard yet",positive
 no it doesn`t...sheesh,neutral
I just got smashed in the face by a 5th grader thowing a football... Twice. Now I bleed,neutral
Can`t believe this ****! I`ve spend 30 minutes for for a snickers ice cream... Seems like no one does then anymore!,negative
 LOL I feel like drunk right now...,negative
does not know hot twitter works,neutral
"If you wanna read something, I recommend  http://estrella05azul.wordpress.com/",neutral
"_Kay planted in the garden last week, ive got to check on it",neutral
 lol ok then,neutral
"Oops, they don`t open until 9am",negative
"ooh_Bell whatchu goin as? Monsterpalooza`s this weekend for us.  on the no Ink, i won`t be a stressed contestant this year! Miss U X0",neutral
" Haha. If you like him, then you should go",positive
_double as if there are any other kind  http://myloc.me/Fkl,neutral
I`m so proud of Dr. House for detoxing.  His Amber hallucination is evil!!,positive
Yesssssssssss! A rocket to the moon is  going on warped!,neutral
 Name the rest? Let`s see. Mystery Jets are pretty cool. Ida Maria AND you shud rly listen to Say Anything!,positive
http://twitpic.com/4jeij - New forest hoping the walk would lose me some pounds,positive
" haha! you`re so funny, Mikee .. you`re probably the only Mike I`ll ever like  *sad thoughts*",neutral
 i`ll try sort that fabric out for you today...been a busy bee!,neutral
Just finished cleaning the bathroom.  Now I smell like clorox,negative
 I missed Match Game tonight    I hope I make it tomorrow night.,negative
 just showin some love to ya. and i`m really gonna miss Greg Beeman`s directing next season. ya`ll`s commentaries r so funny,neutral
"blogging, cleaning and chatting while listening to phoenixfm",neutral
 lol.well.hope you find someone to give you a massage  wish i could but i`m half a world away lol,positive
"_beery Yeah little rough this morning but more tonight, and tomorrow night if all goes as planned. Caloric intake off the charts",negative
"really ill again not been well for 2 weeks, i`ve got a bad viral infection.",negative
" If you keep trying, you`ll get it right the last time.",positive
 tx me i have a new fone and i dont have anyones numbers,neutral
Sitting here with my baby .. Libby has a fever 101.0  shes fussy,negative
" dont worry, i will. i HATE it when nobody comments on my pics",negative
 now that you say that you do look like demi  hahaha!! Yessss august 2nd will be a blast,positive
Just got confirmed that itï¿½s pizza-time with some ex co-workers on friday...looking forward to it,positive
waaaaay over all tht bitchy ninth grade **** (: half yearly exams over & im sickkk,negative
" HA.. I look at Twitter games as harmless fun. Despite being author of Twitter book, I try to talk about other stuff",positive
 braving the standby line @ TheView bright & early today!! hope to hear about your book & hope I get in! 3rd time`s the charm,positive
sam and sean are teasing me saying they are gonna get wings without me,neutral
gotta love how im waking home at midnite. dangggg pray for mr. im so jumpy,positive
" nah, you`re just altered forever   Enjoy.",positive
thinking of you   why we canï¿½t control our thoughts?,negative
" So I guess if the couple sees its ceremony as valid, it is valid, the community be damned  .",negative
"_lou27 i have moved through to edinburgh from glasgow - new flat, no phone line or broadband",neutral
"  Thanks Sissy!!!!!!! Be sure to check ur Myspace tonight, It`s gonna be Something! Luv Ya!!!!",positive
off to work! missing out on all the sunshine!,negative
wished didnt spend money last night,negative
on youtube now!,neutral
 Mooooooooornin`  How are you? Are your legs ok?,neutral
" Heh.  When I moved into my house Pius was having a pep rally, so there was cheering and a band.",neutral
is excited about Taylor Swift on wednesday!!!,positive
 hi Add me.  it`s shannen,neutral
Haavent read the paper yet about the magic loss nor did i get to watch the game last night.... But i do know that we lost,negative
 Well there`s nothing to do but to keep swimming. You`ll get there eventually,neutral
having a great time in kc  http://twitpic.com/4w3fi,positive
Is waiting for sumone to come online,neutral
I feel slightly sick now  #BGT,negative
 Great!,positive
i have never seen Wall-E. i am confused because i had no idea what you guys were talking about... hehe!  now i do though!,neutral
 - I enjoyed seeing EVERYONE that presented on Saturday at the Clark Howard event - Especially the 3 pre-clark speakers,positive
"  Sorry...but, I bet they aren`t that bad...",neutral
 I`m doing okay,positive
i fear the spaceship is not long for this earth. it just stranded me and edwin on the highway. there was smoke,negative
"Bed!!!!!... its time,..... hope i go to school tomorrow, all though i don`t feel very well right now",negative
" i got 2 much 2 do 2nite 2b bored. In bath still hav wash, dry, straight hair, get clothes ready etc",neutral
"Umm. What do we have here? Apple pie, check. Cupcakes, check. Green tea, check. Coffee, check. Then we`re ready for tea time",neutral
Going to jog down to uni. Quite a way from my family home but exercise and all that,neutral
 why windows vista,neutral
. you left me first .. and left your bed here for me to look at,neutral
"whaaay, first day on my own tomorrow. this should go well",positive
  Ah bad times   I hate exams. I feel so unprepared this time as well. Sucks haha.,negative
And it`s starting to get cold,neutral
made a new youtube background in photoshop!  http://bit.ly/AWwzn thanks to ,positive
 Ow. Okay.  It`s good you`re better now.,positive
Morning. I closed out EUR/JPY 132.25  @ 132.00 and place a stop @ 130.55 @ 131.55. That 132.25 was executed while i was asleep,neutral
 wish we could come see u on Denver  husband lost his job and can`t afford it,negative
wake up...and go make breakfast..,neutral
" That be it, my Nathan sense was tingling.",neutral
 i wish you could come to Swindon...2 hours away...its my dream to meet you  xoxo,positive
 very relaxing thank you. Hope you get to put your feet up tomorrow and enjoy the day,positive
 I apparently have crappy typing skills...lol sorry,negative
i dreamt about monsters last night.  like a little girl.,neutral
At nosely safari park with Leah,neutral
http://twitpic.com/4jb0q - And a few more,neutral
4am Hubby`s alarm-song playing was 'Blame it on the Alcohol' Of course I couldn`t get back to sleep after cause thinking of Joe on cruise,negative
Just discovered a painful sunburn on my right sholder  hopefully it just turns into a tan!,neutral
And I just saw something real sad on my lunch... A dog with two broken back legs.,negative
_Schools haha funny cause i blame  and  for me not going to bed  its a vicious circle,neutral
"I have to admit, I`m a bit bummed out that I wasn`t with my friends walking today....",negative
 my cat!!,neutral
i may cry **** this weather got my **** burnt (nt literally jus my shins arms n chest) legs hurt lyk a biatch  slightly enjoy it tho ha,negative
" How hard is it 2 be running back an forth constantly? Ya kno workin all the time, havin crazy sleepin schedules? Must be hard",negative
"No school, again. This time cuz im sick.",negative
"follow me aswel !!!!!!!! if u have twitter, follow me lool !! www.twitter.com/djarka  koool",neutral
finishing washing dishes,neutral
Pinkberry,neutral
Crossing the bridge....leaving ocean city  I`m sad.,negative
I think I have H1N1...     Or maybe just a cold.,neutral
"I need to change my ways, instead of just being weak. I love  she`s a great role model",positive
Computer pissing me off. 4 gig ram 2.5ghz Dual core and vista freezes...**** you microsoft...i want win 7,negative
 its not a starfleet one  its not even a romulin one  its like the random one i dont remember ha. and you cant wear it! lame,negative
hahahahah i woke up at 9 today.. totally missed lecture and the quiz  open lab was useless. chipotle w/ silvera and jenny was greeat 8D,neutral
 haha good phone conversation cat lady! You`re gonna be homeless too  you didn`t tell me u were having coffee!! coming tomorrow?,positive
" nice on the jet ski testing! Hope the book is going well. Cheers for adding me, got twitter after watching the gadget show",positive
"Goodmorning tweedles  very happy mood, i think i will always be after this past weekend. lol vids of the `BEYONCE WEEKND` coming soon.",positive
"Wanna know a not fun way to wake up? Having a panic attack and not being able to breath for no **** reason, that **** sucked",negative
Josh just called me a big bucket of ugly  wish me luck for my audition tweets!,neutral
 Good morning  It`s raining here.,positive
 Ouch. Better get used to it. I think 22 to 25 are prime marriage years.,negative
"They grovelled   On tomorrow morning, will post a link to the show, should be on just after 9am if anyone is about",neutral
  I hope when you`re calling this the shitshow you mean that in a good way. because this will be fun.,neutral
Realizing that I don`t have school today... or tomorrow... or for the next few months.  I really need to get on those job applications!,neutral
 Yay! Thank you.. Feels like ur yelling at us   LOL,neutral
Looking for accessories for my #livescribe smartpen.. not many sources here in germany for it.,negative
"  lol, sunny and 18 yesterday, Igloo melted, attacked by bushes, recovering today.  How`s things in Chocolateland?",neutral
Playing d.j in Ray`s ride! On our way to have some delish sushi,neutral
Happy Mother`s Day x3 ..Mum? I love you,positive
 what was itt!?,neutral
i cant sleep ughh n i have registration tomorrow at 11 this suxs   *Shooting Star*,negative
"   well, I couldn`t get a real clear shot, but I`ve got the best I could...silly people walking through the admitting of the ER...",positive
wants this summer to actually have some sun in it,neutral
broke my gorilla pod  and I think one Lego Knight lost his helmet,neutral
"Ugh my neck really hurts  I`m out aquatards, xox",negative
*cough cough hack hack,neutral
